id,dwelown,polviews,SCIENTOD,hotcore,SCIENTBR,SYNMEM,divorce,MAOCC10,satfam7,whoelse1,engnrsci,CONVICTD,MEDTREAT,libcom,VISZOO,weekswrk,attend,satjob7,nathealy,phone,wordf,libhomo,jobsecok,peoptrbl,age,helpnot,SCIENTDN,natfarey,spkath,hivtest,PAIDLV,reliten,SCIENTGO,ENGLONE,posslq,region,histsci,kidsuffr,ELDCOST,ELDERSUP,accptoth,EVNEGJOB,coldeg1,obey,spkcom,natsci,natrace,intethn,natcity,wksubs,relate1,VISART,RUMORWK,SPOCC10,sprel,zodiac,cooking1,wlthblks,family16,madeg,intlblks,evstray,relhhd7,VOTE08,SCIENTAL,kidjoy,racopen,CSHUTYP08,poleff13,POLEFY15,intrace2,spanint,SPLIVE,POLEFY16,WEBMOB,finalter,natdrug,selffrst,nateducy,spevwork,astrosci,spother,homosex,libath,racecen1,emailmin,ENGRESP,wrkwayup,seeksci,ENGDO,spanself,gender2,rincome,fechld,MAIND10,VISLIB,relhh1,whoelse2,volchrty
464,1,4,NaN,NaN,NaN,NaN,NaN,5160,3,2,NaN,2,NaN,NaN,NaN,52,2,2,NaN,3,1,NaN,2,NaN,39,3,NaN,NaN,NaN,1,1,2,NaN,NaN,4,2,NaN,4,NaN,1,NaN,NaN,NaN,4,NaN,2,2,1,2,3,1,NaN,2,NaN,NaN,11,NaN,5,1,1,4,2,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,NaN,NaN,NaN,2,12,2,6870,NaN,1,2,NaN
465,NaN,4,3,1,3,NaN,2,3060,NaN,2,1,2,NaN,2,6,0,4,NaN,NaN,3,NaN,2,NaN,1,38,3,3,NaN,1,NaN,NaN,1,2,NaN,1,2,3,NaN,NaN,NaN,1,NaN,2,4,1,NaN,1,2,NaN,4,1,1,NaN,110,8,6,NaN,NaN,1,4,NaN,NaN,NaN,3,3,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,2,1,4,NaN,NaN,3,NaN,NaN,2,4,NaN,NaN,NaN,3,NaN,NaN,2,NaN,NaN,7860,NaN,1,2,5
466,NaN,4,NaN,1,NaN,NaN,2,NaN,NaN,2,NaN,2,1,1,1,52,NaN,NaN,3,3,NaN,2,2,3,46,5,NaN,1,1,1,NaN,4,NaN,3,NaN,2,NaN,NaN,NaN,NaN,2,2,2,5,1,1,NaN,1,NaN,3,1,1,4,50,2,10,NaN,NaN,1,1,NaN,1,NaN,1,NaN,NaN,1,1,NaN,5,NaN,NaN,NaN,3,NaN,2,NaN,2,1,1,3,NaN,4,1,1,NaN,2,NaN,3,2,NaN,1,12,NaN,NaN,3,1,2,5
467,1,3,NaN,NaN,NaN,2,2,5700,3,2,NaN,2,NaN,2,NaN,52,2,3,2,3,1,2,2,3,41,NaN,NaN,2,1,1,1,4,NaN,NaN,NaN,2,NaN,2,2,4,4,NaN,NaN,NaN,1,2,NaN,2,NaN,3,1,NaN,4,3150,3,9,4,5,1,1,3,2,NaN,2,NaN,1,1,1,NaN,2,NaN,NaN,19,3,NaN,3,NaN,2,1,1,NaN,NaN,4,2,1,15,NaN,2,NaN,NaN,NaN,2,12,2,8080,NaN,1,2,4
468,2,1,NaN,NaN,NaN,NaN,NaN,2310,2,2,NaN,2,NaN,NaN,NaN,52,2,2,NaN,6,1,NaN,2,NaN,29,1,NaN,NaN,NaN,2,2,1,NaN,NaN,4,2,NaN,4,1,2,NaN,NaN,NaN,4,NaN,2,1,1,1,3,1,NaN,4,NaN,NaN,7,NaN,5,1,3,4,3,NaN,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,1,NaN,NaN,NaN,1,12,3,7860,NaN,1,2,NaN
469,1,4,NaN,NaN,NaN,NaN,NaN,4110,3,2,NaN,2,NaN,2,NaN,42,NaN,1,NaN,3,1,2,1,4,58,NaN,NaN,NaN,1,NaN,1,4,NaN,NaN,4,2,NaN,4,1,1,3,NaN,NaN,NaN,1,3,3,1,3,3,1,NaN,4,NaN,NaN,3,NaN,6,1,1,5,NaN,NaN,2,NaN,4,2,1,4,NaN,NaN,NaN,NaN,NaN,NaN,2,3,4,NaN,NaN,NaN,NaN,NaN,2,1,30,NaN,1,NaN,NaN,NaN,1,NaN,2,8680,NaN,1,2,6
470,NaN,4,NaN,NaN,NaN,NaN,2,800,NaN,2,1,2,NaN,2,0,52,4,NaN,1,3,NaN,2,3,2,48,1,NaN,1,1,1,NaN,2,NaN,3,NaN,2,4,NaN,NaN,NaN,4,NaN,7,5,1,1,NaN,1,NaN,3,1,5,4,NaN,1,6,NaN,NaN,1,1,NaN,2,NaN,2,NaN,NaN,2,1,NaN,2,NaN,NaN,NaN,3,NaN,3,NaN,4,1,NaN,2,31,1,2,5,NaN,2,NaN,3,2,NaN,1,12,NaN,4790,10,1,2,4
471,1,4,NaN,NaN,NaN,NaN,NaN,2310,NaN,2,NaN,NaN,NaN,NaN,NaN,52,NaN,NaN,NaN,2,1,2,NaN,2,31,NaN,NaN,NaN,1,NaN,2,2,NaN,NaN,4,2,NaN,5,1,2,4,NaN,NaN,NaN,1,2,1,1,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,4,NaN,NaN,1,NaN,3,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,38,NaN,1,NaN,NaN,NaN,NaN,NaN,2,7860,NaN,1,2,6
472,2,3,3,1,3,NaN,NaN,NaN,4,2,NaN,2,1,NaN,0,52,1,5,2,3,1,NaN,1,NaN,54,3,2,2,NaN,1,1,2,2,NaN,NaN,2,NaN,4,1,2,NaN,NaN,1,4,NaN,1,NaN,2,NaN,3,1,0,4,NaN,NaN,1,NaN,5,4,7,5,1,NaN,1,3,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,1,NaN,1,NaN,NaN,NaN,2,0,NaN,2,3,NaN,NaN,NaN,12,2,NaN,1,1,2,NaN
473,2,2,NaN,NaN,NaN,NaN,NaN,4220,4,2,NaN,2,NaN,NaN,NaN,12,NaN,NaN,NaN,3,1,NaN,NaN,NaN,37,3,NaN,NaN,NaN,2,1,1,NaN,NaN,4,2,NaN,4,2,2,NaN,NaN,NaN,1,NaN,3,1,2,1,NaN,1,NaN,NaN,NaN,NaN,1,NaN,6,1,1,4,3,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,NaN,3,NaN,NaN,NaN,NaN,NaN,2,9570,NaN,1,2,NaN
474,1,4,NaN,NaN,NaN,NaN,1,3255,3,2,NaN,2,NaN,2,NaN,52,5,2,NaN,3,1,2,2,2,48,NaN,NaN,NaN,1,1,1,2,NaN,NaN,4,2,NaN,4,NaN,2,1,NaN,NaN,NaN,1,1,1,2,1,3,1,NaN,3,NaN,NaN,10,NaN,2,1,3,6,2,NaN,1,NaN,2,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,2,1,2,NaN,NaN,NaN,NaN,1,2,2,0,NaN,5,NaN,NaN,NaN,2,12,1,8270,NaN,1,2,3
475,NaN,6,NaN,1,3,NaN,NaN,8320,NaN,2,NaN,1,1,2,0,0,NaN,NaN,NaN,3,NaN,2,NaN,1,58,1,1,NaN,1,2,NaN,2,1,NaN,4,2,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,2,1,1,1,NaN,1,0,NaN,NaN,NaN,1,NaN,NaN,3,1,NaN,3,NaN,2,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,3,1,4,NaN,NaN,2,NaN,3,2,2,NaN,NaN,NaN,5,NaN,NaN,1,NaN,NaN,1680,0,1,2,6
476,2,6,NaN,NaN,NaN,NaN,NaN,4230,1,2,NaN,NaN,NaN,NaN,NaN,52,NaN,1,NaN,3,NaN,NaN,1,NaN,77,3,NaN,NaN,NaN,NaN,2,4,NaN,NaN,4,2,NaN,4,2,NaN,NaN,NaN,NaN,3,NaN,2,1,2,1,3,1,NaN,4,NaN,NaN,10,NaN,5,1,NaN,6,NaN,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,2,9290,NaN,1,1,NaN
477,1,4,NaN,NaN,NaN,NaN,NaN,1610,4,2,NaN,2,NaN,2,NaN,52,NaN,4,NaN,2,1,2,2,3,44,NaN,NaN,NaN,1,2,1,1,NaN,NaN,4,2,NaN,5,1,2,3,NaN,NaN,NaN,1,2,NaN,1,NaN,4,1,NaN,2,NaN,NaN,2,NaN,4,5,4,4,3,NaN,1,NaN,2,2,1,3,NaN,NaN,NaN,NaN,NaN,NaN,2,2,3,NaN,NaN,NaN,NaN,4,2,1,15,NaN,2,NaN,NaN,NaN,NaN,4,1,NaN,NaN,1,2,6
478,NaN,NaN,NaN,1,NaN,NaN,NaN,1010,NaN,2,NaN,2,1,2,5,52,NaN,NaN,NaN,4,NaN,2,1,3,27,3,NaN,NaN,1,2,NaN,4,NaN,NaN,3,2,NaN,NaN,NaN,NaN,1,NaN,1,4,1,NaN,NaN,1,1,3,1,2,2,NaN,NaN,10,NaN,NaN,1,1,NaN,3,NaN,1,NaN,NaN,2,1,4,NaN,NaN,NaN,NaN,NaN,NaN,2,1,3,NaN,NaN,3,NaN,4,2,1,NaN,2,NaN,3,4,NaN,2,11,NaN,NaN,1,1,2,6
479,1,NaN,NaN,NaN,NaN,NaN,NaN,5110,1,1,NaN,2,NaN,NaN,NaN,26,NaN,1,2,3,0,1,4,2,19,NaN,NaN,1,1,2,1,2,NaN,NaN,NaN,2,NaN,1,1,1,5,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,3,1,NaN,4,NaN,NaN,9,NaN,6,1,NaN,5,3,4,3,NaN,1,2,1,NaN,1,NaN,NaN,NaN,5,NaN,3,NaN,3,1,NaN,NaN,NaN,1,2,1,20,NaN,5,NaN,NaN,NaN,1,NaN,1,7280,NaN,1,2,6
480,NaN,5,3,1,2,NaN,NaN,2016,NaN,2,NaN,2,1,2,0,52,4,NaN,1,3,NaN,2,1,2,55,3,2,1,1,2,NaN,2,2,NaN,NaN,2,NaN,NaN,NaN,NaN,3,NaN,NaN,2,1,1,NaN,1,NaN,3,1,0,4,NaN,NaN,5,NaN,NaN,7,1,NaN,2,NaN,2,1,NaN,2,1,NaN,4,NaN,NaN,NaN,4,NaN,1,NaN,2,1,NaN,2,NaN,1,2,1,NaN,NaN,NaN,2,NaN,NaN,2,12,NaN,8370,1,1,2,6
481,1,6,NaN,NaN,NaN,NaN,2,5700,3,2,NaN,2,NaN,2,NaN,52,3,1,NaN,3,1,2,1,2,52,NaN,NaN,NaN,2,1,1,3,NaN,NaN,1,2,NaN,5,2,1,4,NaN,NaN,NaN,2,3,1,1,1,3,1,NaN,4,9130,1,6,1,7,3,1,2,2,NaN,1,NaN,1,2,1,1,NaN,NaN,NaN,22,NaN,NaN,1,1,4,NaN,NaN,NaN,NaN,1,2,1,15,NaN,1,NaN,NaN,NaN,2,12,2,7860,NaN,1,2,6
482,1,2,NaN,1,NaN,NaN,2,NaN,2,2,NaN,1,NaN,NaN,0,0,3,NaN,3,3,1,NaN,NaN,NaN,63,2,NaN,1,NaN,2,1,4,NaN,3,NaN,2,NaN,2,2,4,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,1,0,NaN,4830,11,9,1,4,1,1,4,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,41,NaN,NaN,2,NaN,NaN,1,1,3,NaN,NaN,NaN,1,NaN,1,1,7,3,NaN,2,NaN,1,NaN,0,1,2,NaN
483,NaN,6,3,1,4,NaN,2,8320,NaN,2,NaN,2,1,2,5,52,7,NaN,NaN,3,NaN,2,2,1,39,2,2,NaN,1,1,NaN,2,NaN,NaN,1,2,NaN,NaN,NaN,NaN,3,NaN,1,3,1,1,1,1,1,3,1,20,2,2040,1,5,NaN,NaN,1,2,NaN,2,NaN,1,3,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,2,1,4,NaN,NaN,2,NaN,2,2,1,NaN,NaN,NaN,3,NaN,NaN,1,10,NaN,1680,25,1,2,1
484,1,NaN,NaN,NaN,NaN,NaN,2,6050,2,2,NaN,NaN,NaN,NaN,NaN,0,7,NaN,NaN,3,NaN,NaN,NaN,NaN,68,3,NaN,NaN,NaN,1,1,1,NaN,NaN,1,2,NaN,5,2,4,NaN,NaN,NaN,3,NaN,1,1,1,3,3,1,NaN,NaN,7810,2,2,1,6,1,NaN,5,2,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,42,NaN,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,NaN,NaN,2,NaN,3,170,NaN,1,2,NaN
485,1,NaN,2,NaN,NaN,NaN,2,9610,7,2,NaN,NaN,NaN,NaN,0,0,NaN,NaN,3,3,0,NaN,NaN,NaN,82,3,NaN,1,NaN,NaN,1,1,2,NaN,NaN,2,NaN,2,1,5,NaN,NaN,NaN,4,NaN,2,NaN,1,NaN,NaN,1,0,NaN,4760,10,7,1,3,1,NaN,NaN,NaN,NaN,1,NaN,4,NaN,1,NaN,NaN,NaN,NaN,55,NaN,2,2,NaN,NaN,3,1,NaN,NaN,NaN,NaN,1,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,2,3990,0,1,2,NaN
486,2,6,NaN,NaN,NaN,NaN,NaN,4230,NaN,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,1,6,NaN,1,NaN,2,59,NaN,NaN,1,2,2,1,1,NaN,NaN,NaN,7,NaN,4,NaN,2,5,NaN,NaN,NaN,2,2,NaN,2,NaN,NaN,1,NaN,NaN,NaN,NaN,7,NaN,7,0,NaN,6,2,NaN,NaN,NaN,2,2,1,NaN,3,NaN,NaN,NaN,2,NaN,3,NaN,4,1,NaN,NaN,NaN,1,1,2,30,NaN,5,NaN,NaN,NaN,2,NaN,2,9290,NaN,1,2,6
487,1,2,NaN,1,NaN,NaN,1,NaN,2,2,3,2,NaN,NaN,0,52,1,2,2,3,1,NaN,1,NaN,64,3,NaN,NaN,NaN,NaN,2,4,NaN,3,NaN,7,3,3,1,2,NaN,NaN,NaN,3,NaN,2,NaN,1,NaN,NaN,1,2,4,NaN,NaN,7,NaN,4,1,1,5,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,3,NaN,2,NaN,NaN,NaN,1,0,2,1,3,3,NaN,NaN,NaN,3,NaN,20,1,2,NaN
488,1,4,NaN,NaN,NaN,NaN,NaN,2540,3,2,NaN,2,NaN,NaN,NaN,52,2,3,NaN,6,1,NaN,2,NaN,47,3,NaN,NaN,NaN,1,2,3,NaN,NaN,4,7,NaN,2,NaN,1,NaN,NaN,NaN,4,NaN,NaN,1,1,1,3,1,NaN,NaN,NaN,NaN,4,NaN,5,1,1,4,3,NaN,1,NaN,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,3,NaN,NaN,NaN,NaN,12,2,7860,NaN,1,2,NaN
489,NaN,3,NaN,2,NaN,NaN,2,4230,NaN,2,NaN,1,1,2,0,52,4,NaN,1,3,NaN,1,3,2,45,3,NaN,1,1,1,NaN,2,NaN,3,NaN,7,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,2,NaN,1,NaN,3,1,1,1,2310,2,9,NaN,NaN,5,1,NaN,2,NaN,1,NaN,NaN,2,1,NaN,4,NaN,NaN,NaN,4,NaN,2,NaN,4,1,NaN,1,NaN,1,1,2,NaN,1,NaN,4,1,NaN,2,12,NaN,8660,2,1,2,5
490,2,6,NaN,NaN,NaN,NaN,1,NaN,1,1,NaN,2,NaN,2,NaN,48,3,2,1,6,0,2,1,1,37,NaN,NaN,1,1,2,1,4,NaN,NaN,NaN,7,NaN,2,2,2,4,NaN,NaN,NaN,1,2,NaN,2,NaN,3,1,NaN,4,3930,1,1,5,3,5,1,3,2,NaN,2,NaN,1,2,1,NaN,1,NaN,NaN,7,NaN,1,1,NaN,1,1,1,NaN,NaN,1,2,1,0,NaN,2,NaN,NaN,NaN,2,12,2,NaN,NaN,1,1,6
491,1,4,NaN,NaN,NaN,NaN,NaN,3930,1,2,NaN,2,NaN,NaN,NaN,0,NaN,NaN,NaN,6,0,NaN,NaN,NaN,20,1,NaN,NaN,NaN,1,1,4,NaN,NaN,4,7,NaN,2,2,2,NaN,2,NaN,3,NaN,2,2,1,1,NaN,1,NaN,NaN,NaN,NaN,4,NaN,5,5,1,4,3,NaN,3,NaN,1,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,NaN,2,NaN,NaN,NaN,1,3,2,2070,NaN,1,2,NaN
492,1,4,NaN,NaN,NaN,NaN,2,430,3,2,NaN,2,NaN,2,NaN,52,5,3,NaN,3,0,2,1,3,31,NaN,NaN,NaN,1,1,1,2,NaN,NaN,1,7,NaN,5,NaN,2,1,NaN,NaN,NaN,1,2,2,1,2,3,1,NaN,4,5700,1,2,3,5,3,3,4,2,NaN,1,NaN,1,2,1,3,NaN,NaN,NaN,6,NaN,NaN,3,1,2,NaN,NaN,NaN,68,1,2,2,NaN,NaN,2,NaN,NaN,NaN,2,12,1,6290,NaN,1,2,6
493,2,4,NaN,NaN,NaN,NaN,NaN,5400,1,1,NaN,2,NaN,NaN,NaN,16,2,NaN,NaN,6,1,NaN,NaN,NaN,22,4,NaN,NaN,NaN,2,1,1,NaN,NaN,2,7,NaN,4,2,1,NaN,2,NaN,4,NaN,2,1,1,2,NaN,1,NaN,NaN,NaN,NaN,2,3,5,1,1,4,3,NaN,2,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,2,1,2,7480,NaN,1,2,NaN
494,2,5,3,1,2,NaN,1,800,3,2,3,1,NaN,NaN,0,0,5,NaN,1,3,1,NaN,NaN,NaN,61,3,3,2,NaN,1,2,2,2,NaN,NaN,7,3,4,1,1,NaN,NaN,2,3,NaN,1,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,10,NaN,5,1,3,5,2,NaN,1,3,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,2,NaN,3,NaN,NaN,NaN,1,NaN,NaN,1,5,NaN,NaN,NaN,NaN,2,7870,0,1,2,NaN
495,1,6,NaN,NaN,NaN,NaN,2,2310,2,2,NaN,2,NaN,NaN,NaN,46,5,1,NaN,3,1,NaN,1,NaN,56,5,NaN,NaN,NaN,2,1,2,NaN,NaN,1,7,NaN,3,NaN,1,NaN,NaN,NaN,4,NaN,2,3,1,2,4,1,NaN,4,5620,1,4,3,5,1,3,4,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,30,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,NaN,NaN,NaN,2,12,2,7860,NaN,1,2,NaN
496,1,4,NaN,NaN,NaN,NaN,2,8830,2,1,NaN,1,NaN,1,NaN,52,NaN,2,2,4,1,2,1,3,34,NaN,NaN,1,2,2,1,4,NaN,NaN,NaN,7,NaN,4,1,2,4,NaN,NaN,NaN,2,1,NaN,5,NaN,NaN,1,NaN,4,NaN,NaN,10,4,5,0,1,5,2,NaN,2,NaN,2,1,1,NaN,2,15,NaN,NaN,1,NaN,1,NaN,2,1,NaN,NaN,NaN,3,2,1,NaN,NaN,1,NaN,NaN,NaN,1,9,2,5070,NaN,1,1,3
497,2,2,NaN,NaN,NaN,NaN,2,4220,3,1,NaN,2,NaN,NaN,NaN,52,4,3,NaN,6,0,NaN,3,NaN,53,1,NaN,NaN,NaN,2,1,2,NaN,NaN,1,7,NaN,2,2,2,NaN,NaN,NaN,1,NaN,2,1,2,2,3,1,NaN,1,NaN,2,3,1,3,1,NaN,3,2,NaN,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,26,NaN,2,3,1,NaN,NaN,2,NaN,NaN,NaN,NaN,16,NaN,NaN,3,NaN,NaN,NaN,2,12,2,7860,NaN,1,2,NaN
498,NaN,1,NaN,1,NaN,NaN,2,NaN,NaN,2,4,2,NaN,2,2,52,5,NaN,NaN,3,NaN,2,2,2,22,3,NaN,NaN,1,2,NaN,2,NaN,2,1,7,2,NaN,NaN,NaN,4,NaN,NaN,2,1,1,2,2,1,4,1,1,4,NaN,2,7,NaN,NaN,1,NaN,NaN,2,NaN,NaN,NaN,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,3,1,4,NaN,2,2,NaN,3,2,16,NaN,1,NaN,3,2,NaN,2,12,NaN,NaN,1,1,2,6
499,2,7,NaN,2,3,NaN,NaN,8350,2,2,3,2,NaN,NaN,0,52,NaN,2,1,2,1,NaN,1,NaN,39,3,2,2,NaN,1,2,2,1,NaN,NaN,7,3,2,1,3,NaN,NaN,NaN,NaN,NaN,1,NaN,5,NaN,3,1,0,4,NaN,NaN,4,NaN,4,5,NaN,4,NaN,NaN,3,3,2,NaN,1,NaN,NaN,15,2,NaN,NaN,NaN,3,NaN,NaN,1,NaN,2,NaN,NaN,NaN,16,0,NaN,1,8,NaN,3,2,NaN,2,1480,0,1,1,NaN
500,NaN,6,NaN,2,NaN,NaN,2,NaN,NaN,2,NaN,2,1,2,1,40,1,NaN,NaN,6,NaN,2,1,1,25,4,NaN,NaN,2,2,NaN,2,NaN,2,2,7,NaN,NaN,NaN,NaN,5,2,NaN,3,1,2,3,3,3,3,1,0,4,NaN,2,8,NaN,NaN,1,NaN,NaN,2,NaN,3,NaN,NaN,2,1,4,NaN,NaN,2,NaN,NaN,NaN,2,3,2,NaN,NaN,2,NaN,4,2,16,NaN,2,NaN,5,3,3,1,11,NaN,NaN,1,1,2,6
501,1,6,NaN,NaN,NaN,NaN,2,NaN,2,2,NaN,2,NaN,NaN,NaN,0,NaN,NaN,NaN,3,1,NaN,NaN,NaN,75,5,NaN,NaN,NaN,NaN,1,1,NaN,NaN,1,7,NaN,2,1,2,NaN,NaN,NaN,2,NaN,2,3,5,2,NaN,1,NaN,NaN,5700,2,2,5,5,1,2,5,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,15,NaN,53,NaN,NaN,2,2,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,2,NaN,3,6070,NaN,1,2,NaN
502,NaN,2,2,1,3,NaN,2,5000,NaN,2,2,1,NaN,2,2,52,NaN,NaN,NaN,3,NaN,2,1,2,44,2,2,NaN,1,2,NaN,4,2,NaN,1,7,3,NaN,NaN,NaN,3,NaN,3,5,1,1,2,5,1,4,1,0,4,4230,1,5,NaN,NaN,5,1,NaN,2,NaN,1,3,NaN,1,1,3,NaN,15,NaN,NaN,NaN,NaN,3,3,4,NaN,NaN,3,77,4,2,1,NaN,NaN,NaN,3,NaN,NaN,2,12,NaN,3390,2,1,2,5
503,2,4,NaN,NaN,NaN,NaN,NaN,10,5,2,NaN,2,NaN,2,NaN,26,NaN,NaN,2,6,1,2,NaN,2,26,NaN,NaN,1,1,2,1,4,NaN,NaN,NaN,7,NaN,4,1,2,4,NaN,NaN,NaN,1,2,NaN,5,NaN,NaN,1,NaN,NaN,NaN,NaN,11,NaN,4,1,1,4,3,NaN,2,NaN,3,2,1,NaN,2,15,NaN,NaN,3,NaN,2,NaN,3,1,NaN,NaN,NaN,4,2,1,0,NaN,2,NaN,NaN,NaN,NaN,9,3,7580,NaN,1,2,6
504,NaN,4,NaN,NaN,NaN,NaN,2,4220,NaN,2,NaN,2,1,2,2,52,4,NaN,1,3,NaN,2,2,3,40,3,NaN,1,2,2,NaN,2,NaN,3,NaN,7,NaN,NaN,NaN,NaN,5,NaN,1,2,2,1,NaN,5,NaN,3,1,1,4,7340,2,2,NaN,NaN,1,NaN,NaN,2,NaN,1,NaN,NaN,2,1,NaN,2,NaN,NaN,NaN,3,NaN,3,NaN,3,1,NaN,2,NaN,1,2,1,NaN,2,NaN,3,2,NaN,2,12,NaN,7690,5,1,2,6
505,2,4,NaN,NaN,NaN,NaN,NaN,4010,2,1,NaN,2,NaN,2,NaN,52,2,3,NaN,6,1,2,2,2,33,NaN,NaN,NaN,1,1,2,2,NaN,NaN,2,7,NaN,2,1,2,1,NaN,NaN,NaN,1,NaN,NaN,5,1,3,1,NaN,3,NaN,NaN,1,3,5,3,NaN,4,3,NaN,2,NaN,1,1,1,5,NaN,15,NaN,NaN,NaN,NaN,1,1,2,NaN,NaN,NaN,NaN,1,2,1,0,NaN,2,NaN,NaN,NaN,2,12,3,8680,NaN,1,1,5
506,2,5,NaN,NaN,NaN,NaN,2,NaN,1,2,NaN,2,NaN,NaN,NaN,52,7,3,NaN,3,0,NaN,2,NaN,49,NaN,NaN,NaN,NaN,2,1,2,NaN,NaN,1,7,NaN,2,NaN,2,NaN,NaN,NaN,4,NaN,3,3,1,2,3,1,NaN,2,2540,2,7,5,6,1,NaN,5,2,NaN,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,23,NaN,2,2,3,NaN,NaN,1,NaN,NaN,NaN,NaN,16,NaN,NaN,2,NaN,NaN,NaN,2,12,3,NaN,NaN,1,1,NaN
507,1,6,NaN,NaN,NaN,NaN,1,NaN,2,2,NaN,2,NaN,2,NaN,30,2,NaN,1,3,0,2,NaN,1,49,NaN,NaN,2,1,2,2,4,NaN,NaN,NaN,7,NaN,2,2,2,3,NaN,NaN,NaN,1,1,NaN,2,NaN,3,1,NaN,NaN,160,4,3,1,4,1,1,7,2,NaN,3,NaN,1,1,1,NaN,4,NaN,NaN,14,2,NaN,1,NaN,5,1,NaN,NaN,NaN,NaN,1,1,0,NaN,3,NaN,NaN,NaN,2,4,4,NaN,NaN,1,2,6
508,NaN,1,3,1,3,NaN,2,NaN,NaN,1,2,2,NaN,2,8,50,NaN,NaN,1,4,NaN,2,1,1,48,2,4,1,1,1,NaN,4,1,NaN,NaN,7,4,NaN,NaN,NaN,2,NaN,6,4,1,1,NaN,2,NaN,3,1,2,3,1760,1,9,NaN,NaN,1,1,NaN,2,NaN,1,4,NaN,2,1,NaN,NaN,NaN,NaN,NaN,3,NaN,1,NaN,4,1,NaN,3,NaN,4,2,1,NaN,NaN,NaN,4,NaN,NaN,2,12,NaN,NaN,20,1,2,3
509,1,2,NaN,NaN,NaN,NaN,NaN,4830,3,2,NaN,2,NaN,2,NaN,52,NaN,3,1,3,1,2,2,2,40,NaN,NaN,1,1,1,2,4,NaN,NaN,NaN,7,NaN,4,1,2,5,2,NaN,NaN,1,2,NaN,1,NaN,NaN,1,NaN,4,NaN,NaN,9,NaN,4,1,2,4,3,NaN,1,NaN,4,2,1,NaN,3,NaN,NaN,NaN,2,NaN,1,NaN,4,1,NaN,NaN,NaN,4,2,1,NaN,NaN,3,NaN,NaN,NaN,NaN,12,2,7670,NaN,1,2,6
