ID,Case Number,Date,Time,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude
9484580,HX138271,02/03/2014,09:06:00 PM,001XX S WESTERN AVE,2014,NARCOTICS,NARCOTICS: MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1223,12,2,28,18,1160470,1899350,2014,41.879516209156506,-87.68624011561185
9486791,HX139425,02/03/2014,09:02:00 PM,010XX W ROSCOE ST,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,1924,19,44,6,6,1168852,1922714,2014,41.943450839073634,-87.65478411769644
9485682,HX138883,02/03/2014,09:00:00 PM,028XX W SUMMERDALE AVE,620,BURGLARY,BURGLARY: UNLAWFUL ENTRY,APARTMENT,false,false,2011,20,40,4,5,1156422,1935371,2014,41.97844331446687,-87.70012701830514
9485775,HX138280,02/03/2014,09:00:00 PM,008XX S WELLS ST,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,123,1,2,32,08B,1174876,1896727,2014,41.87200829478558,-87.63342239423928
9490238,HX142451,02/03/2014,09:00:00 PM,046XX N KELSO AVE,840,THEFT,THEFT: FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1722,,39,14,6,,,2014,,
9484708,HX138407,02/03/2014,09:00:00 PM,056XX W CHICAGO AVE,430,BATTERY,BATTERY: AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,1511,15,29,25,04B,1138497,1904817,2014,41.894944633967334,-87.76679002875001
9484573,HX138314,02/03/2014,09:00:00 PM,054XX W WALTON ST,820,THEFT,THEFT: $500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1524,15,37,25,6,1139585,1905836,2014,41.8977211101332,-87.76276914842244
9488370,HX141986,02/03/2014,09:00:00 PM,017XX E 56TH ST,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,235,2,5,41,6,1189517,1868266,2014,41.793569686425094,-87.5805858059249
9486114,HX139556,02/03/2014,09:00:00 PM,029XX W 40TH ST,910,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT: AUTOMOBILE,STREET,false,false,921,9,14,58,7,1157073,1877998,2014,41.82099354412519,-87.69929228686797
9485340,HX138478,02/03/2014,09:00:00 PM,035XX S RHODES AVE,910,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT: AUTOMOBILE,STREET,false,false,212,2,4,35,7,1180132,1881331,2014,41.82964146962977,-87.6145987793669
9484530,HX138278,02/03/2014,08:56:00 PM,016XX E 71ST ST,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,STREET,true,false,332,3,5,43,18,1188179,1858302,2014,41.76625972057808,-87.5858096847773
9484526,HX138251,02/03/2014,08:53:00 PM,106XX S INDIANA AVE,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,STREET,true,false,512,5,9,49,18,1179430,1834340,2014,41.70070924702569,-87.6186069688601
9484582,HX138250,02/03/2014,08:45:00 PM,003XX W 103RD ST,860,THEFT,THEFT: RETAIL THEFT,SMALL RETAIL STORE,true,false,511,5,9,49,6,1175911,1836667,2014,41.70717428650377,-87.63142274866439
9484650,HX138232,02/03/2014,08:44:00 PM,003XX W GARFIELD BLVD,041A,BATTERY,BATTERY: AGGRAVATED: HANDGUN,OTHER,false,false,935,9,3,37,04B,1175187,1868528,2014,41.79462094323494,-87.63312449952285
9484522,HX138267,02/03/2014,08:40:00 PM,044XX W ROOSEVELT RD,820,THEFT,THEFT: $500 AND UNDER,GAS STATION,false,false,1131,11,24,29,6,1147149,1894378,2014,41.866137640498025,-87.7352803627064
9486769,HX138243,02/03/2014,08:35:00 PM,064XX S DR MARTIN LUTHER KING JR DR,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,312,3,20,69,08B,1179994,1862141,2014,41.776985611676594,-87.61569295188029
9484534,HX138293,02/03/2014,08:35:00 PM,040XX W POLK ST,2820,OTHER OFFENSE,OTHER OFFENSE: TELEPHONE THREAT,APARTMENT,false,false,1132,11,24,26,26,1149406,1896175,2014,41.871025373686834,-87.7269480569508
9484618,HX138319,02/03/2014,08:31:00 PM,015XX N KILPATRICK AVE,2027,NARCOTICS,NARCOTICS: POSS: CRACK,STREET,true,false,2533,25,37,25,18,1144735,1909824,2014,41.90856907576861,-87.74375285911022
9484504,HX138242,02/03/2014,08:30:00 PM,003XX E OHIO ST,1505,PROSTITUTION,PROSTITUTION: CALL OPERATION,HOTEL/MOTEL,true,false,1834,18,42,8,16,1178444,1904301,2014,41.89271116116999,-87.62009183188337
9486518,HX139946,02/03/2014,08:30:00 PM,024XX N OAK PARK AVE,320,ROBBERY,ROBBERY: STRONGARM - NO WEAPON,ALLEY,false,false,2512,25,36,18,3,1130720,1915386,2014,41.924084714059305,-87.79510982733613
9484529,HX138245,02/03/2014,08:30:00 PM,002XX S PULASKI RD,2027,NARCOTICS,NARCOTICS: POSS: CRACK,SIDEWALK,true,false,1115,11,28,26,18,1149727,1898548,2014,41.877530927570355,-87.72570786525908
9485689,HX138238,02/03/2014,08:30:00 PM,069XX N CALIFORNIA AVE,460,BATTERY,BATTERY: SIMPLE,OTHER,false,false,2411,24,50,2,08B,1156397,1946197,2014,42.00815083741105,-87.69992447466947
9485259,HX138748,02/03/2014,08:30:00 PM,011XX N CHRISTIANA AVE,1310,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO PROPERTY,RESIDENCE-GARAGE,false,false,1121,11,26,23,14,1153740,1907439,2014,41.901849805114345,-87.7107362382002
9484719,HX138398,02/03/2014,08:30:00 PM,064XX W FULLERTON AVE,820,THEFT,THEFT: $500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,2512,25,36,19,6,1133118,1915291,2014,41.923782382116414,-87.78630066878831
9485210,HX138260,02/03/2014,08:25:00 PM,044XX W THOMAS ST,1310,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO PROPERTY,RESIDENCE,false,false,1111,11,37,23,14,1146291,1906991,2014,41.90076553365849,-87.7381090257227
9484637,HX138281,02/03/2014,08:19:00 PM,022XX E 95TH ST,558,ASSAULT,ASSAULT: AGG PRO.EMP: OTHER DANG WEAPON,STREET,true,false,413,4,7,51,04A,1192894,1842454,2014,41.722657699709394,-87.56904374598892
9484495,HX138231,02/03/2014,08:15:00 PM,043XX S MICHIGAN AVE,2027,NARCOTICS,NARCOTICS: POSS: CRACK,STREET,true,false,215,2,3,38,18,1177835,1876471,2014,41.81635765723064,-87.62317373808693
9484477,HX138206,02/03/2014,08:10:00 PM,001XX N LAPORTE AVE,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1532,15,28,25,18,1143386,1900876,2014,41.884040072358765,-87.74893238622566
9484556,HX138235,02/03/2014,08:09:00 PM,080XX S EXCHANGE AVE,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,422,4,7,46,18,1197267,1852204,2014,41.74930482365424,-87.55270238036253
9484574,HX138211,02/03/2014,08:08:00 PM,045XX S DAMEN AVE,860,THEFT,THEFT: RETAIL THEFT,DEPARTMENT STORE,false,false,924,9,12,61,6,1163636,1874247,2014,41.810564946613454,-87.6753212816967
9485556,HX138199,02/03/2014,08:05:00 PM,014XX S ASHLAND AVE,560,ASSAULT,ASSAULT: SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,true,false,1233,12,2,28,08A,1166002,1892965,2014,41.8618789816638,-87.66610973628504
9484655,HX138301,02/03/2014,08:05:00 PM,050XX W IRVING PARK RD,1822,NARCOTICS,NARCOTICS: MANU/DEL:CANNABIS OVER 10 GMS,APARTMENT,true,false,1634,16,45,15,18,1142167,1926085,2014,41.95323894123737,-87.75278207835504
9485254,HX138721,02/03/2014,08:00:00 PM,058XX S MEADE AVE,820,THEFT,THEFT: $500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,811,8,23,56,6,1136684,1865102,2014,41.78599322558553,-87.77439802234298
9484550,HX138264,02/03/2014,08:00:00 PM,077XX S NORMAL AVE,330,ROBBERY,ROBBERY: AGGRAVATED,SIDEWALK,false,false,621,6,17,69,3,1174351,1853301,2014,41.752854973361956,-87.63664241332961
9484687,HX138352,02/03/2014,08:00:00 PM,037XX N KIMBALL AVE,820,THEFT,THEFT: $500 AND UNDER,SMALL RETAIL STORE,false,false,1733,17,35,16,6,1153096,1924704,2014,41.9492391956762,-87.71264269738212
9487127,HX140644,02/03/2014,08:00:00 PM,004XX S KEDZIE AVE,841,THEFT,THEFT: FINANCIAL ID THEFT:$300 &UNDER,SMALL RETAIL STORE,false,false,1134,11,28,27,6,1155149,1897811,2014,41.875401464431384,-87.70581939910917
9485065,HX138558,02/03/2014,08:00:00 PM,005XX W 80TH ST,460,BATTERY,BATTERY: SIMPLE,STREET,false,false,621,6,17,44,08B,1174257,1851904,2014,41.749023519457985,-87.63702831527712
9485133,HX138584,02/03/2014,08:00:00 PM,076XX S MAY ST,1310,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO PROPERTY,APARTMENT,false,false,612,6,17,71,14,1170024,1853845,2014,41.75444283763106,-87.65248333494539
9484524,HX138204,02/03/2014,07:59:00 PM,022XX N KNOX AVE,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2522,25,31,19,08B,1144987,1914287,2014,41.920811251406164,-87.74271422065044
9484593,HX138252,02/03/2014,07:57:00 PM,057XX S WOOD ST,460,BATTERY,BATTERY: SIMPLE,STREET,true,false,715,7,15,67,08B,1165290,1866618,2014,41.7895951463235,-87.66947069104731
9484533,HX138175,02/03/2014,07:50:00 PM,051XX S HERMITAGE AVE,520,ASSAULT,ASSAULT: AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,false,false,932,9,16,61,04A,1165584,1870778,2014,41.80100445616935,-87.6682746740795
9484668,HX138349,02/03/2014,07:45:00 PM,006XX W HARRISON ST,1563,SEX OFFENSE,SEX OFFENSE: CRIMINAL SEXUAL ABUSE,OTHER COMMERCIAL TRANSPORTATION,true,false,124,1,2,28,17,1172058,1897599,2014,41.874463711174286,-87.64374263991598
9484594,HX138218,02/03/2014,07:45:00 PM,063XX S SEELEY AVE,495,BATTERY,BATTERY: AGGRAVATED OF A SENIOR CITIZEN,SIDEWALK,false,false,726,7,15,67,04B,1163739,1862788,2014,41.779117850708865,-87.67526523103992
9486587,HX139893,02/03/2014,07:45:00 PM,047XX S COTTAGE GROVE AVE,880,THEFT,THEFT: PURSE-SNATCHING,CTA BUS STOP,false,false,223,2,4,38,6,1182344,1873988,2014,41.80944066650745,-87.60671091601253
9484517,HX138184,02/03/2014,07:45:00 PM,001XX E 71ST ST,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,323,3,6,69,18,1178785,1857945,2014,41.7654989475431,-87.6202526161254
9484586,HX138303,02/03/2014,07:45:00 PM,064XX W FULLERTON AVE,810,THEFT,THEFT: OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,2512,25,36,19,6,1133118,1915291,2014,41.923782382116414,-87.78630066878831
9484491,HX138216,02/03/2014,07:42:00 PM,035XX S RHODES AVE,460,BATTERY,BATTERY: SIMPLE,RESIDENCE PORCH/HALLWAY,true,false,212,2,4,35,08B,1180132,1881331,2014,41.82964146962977,-87.6145987793669
9484567,HX138288,02/03/2014,07:41:00 PM,019XX W ROSCOE ST,2031,NARCOTICS,NARCOTICS: POSS: METHAMPHETAMINES,RESIDENCE,true,false,1922,19,32,5,18,1162608,1922543,2014,41.94311494576073,-87.67773877750643
9485302,HX138698,02/03/2014,07:40:00 PM,077XX S CLAREMONT AVE,620,BURGLARY,BURGLARY: UNLAWFUL ENTRY,DAY CARE CENTER,false,false,835,8,18,70,5,1162030,1853245,2014,41.752966215496166,-87.68179562599775
9484435,HX138167,02/03/2014,07:40:00 PM,001XX N STATE ST,1210,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,111,1,42,32,11,1176290,1901657,2014,41.88550474590183,-87.62808233389251
9484535,HX138187,02/03/2014,07:40:00 PM,043XX W HADDON AVE,460,BATTERY,BATTERY: SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,1111,11,37,23,08B,1147268,1907272,2014,41.90151796994533,-87.73451320115107
9484545,HX138215,02/03/2014,07:36:00 PM,042XX W JACKSON BLVD,2093,NARCOTICS,NARCOTICS: FOUND SUSPECT NARCOTICS,RESIDENCE PORCH/HALLWAY,true,false,1115,11,28,26,26,1148149,1898388,2014,41.877122379008675,-87.73150603275685
9484494,HX138214,02/03/2014,07:35:00 PM,067XX S EAST END AVE,2890,PUBLIC PEACE VIOLATION,PUBLIC PEACE VIOLATION: OTHER VIOLATION,SIDEWALK,false,false,332,3,5,43,26,1188658,1860511,2014,41.772309964868036,-87.58398346046036
9484542,HX138177,02/03/2014,07:32:00 PM,076XX S CICERO AVE,860,THEFT,THEFT: RETAIL THEFT,DEPARTMENT STORE,true,false,833,8,13,65,6,1145766,1853739,2014,41.7546443643499,-87.74138513251502
9484490,HX138192,02/03/2014,07:30:00 PM,003XX W 109TH PL,470,PUBLIC PEACE VIOLATION,PUBLIC PEACE VIOLATION: RECKLESS CONDUCT,SIDEWALK,true,false,513,5,34,49,24,1176108,1832275,2014,41.69511759351671,-87.63083252937562
9485873,HX139371,02/03/2014,07:30:00 PM,027XX N WILTON AVE,2825,OTHER OFFENSE,OTHER OFFENSE: HARASSMENT BY TELEPHONE,ANIMAL HOSPITAL,false,false,1935,19,43,7,26,1169525,1918247,2014,41.931178547980345,-87.65244091597867
9485429,HX138256,02/03/2014,07:30:00 PM,039XX W OHIO ST,031A,ROBBERY,ROBBERY: ARMED: HANDGUN,SIDEWALK,false,false,1122,11,27,23,3,1149652,1903669,2014,41.89158496732113,-87.72585014247768
9484497,HX138191,02/03/2014,07:30:00 PM,004XX N AVERS AVE,1821,NARCOTICS,NARCOTICS: MANU/DEL:CANNABIS 10GM OR LESS,STREET,true,false,1122,11,27,23,18,1150598,1902939,2014,41.889563339725996,-87.72239498246545
9485356,HX138601,02/03/2014,07:30:00 PM,078XX S MORGAN ST,031A,ROBBERY,ROBBERY: ARMED: HANDGUN,ALLEY,false,false,621,6,17,71,3,1171051,1852619,2014,41.75105616907853,-87.64875545227746
9484500,HX138227,02/03/2014,07:30:00 PM,016XX S MILLARD AVE,1310,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO PROPERTY,RESIDENCE,false,false,1014,10,24,29,14,1152269,1891586,2014,41.85837665468521,-87.716557917529
9484763,HX138149,02/03/2014,07:25:00 PM,008XX N KEDZIE AVE,560,ASSAULT,ASSAULT: SIMPLE,SMALL RETAIL STORE,false,false,1121,11,27,23,08A,1154853,1905199,2014,41.89568079976755,-87.70670812437693
9484583,HX138307,02/03/2014,07:25:00 PM,015XX N CLEVELAND AVE,810,THEFT,THEFT: OVER $500,STREET,false,false,1821,18,43,8,6,1172734,1910924,2014,41.91101336797725,-87.64086585021047
9484446,HX138165,02/03/2014,07:20:00 PM,009XX N PULASKI RD,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,1112,11,27,23,18,1149596,1905782,2014,41.89738434783035,-87.72600087620155
9484528,HX138120,02/03/2014,07:15:00 PM,068XX S EAST END AVE,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,332,3,5,43,08B,1188677,1859904,2014,41.770643852377724,-87.58393320121088
9484466,HX138201,02/03/2014,07:15:00 PM,004XX E 63RD ST,320,ROBBERY,ROBBERY: STRONGARM - NO WEAPON,CTA TRAIN,false,false,313,3,20,42,3,1180035,1863368,2014,41.78035168173436,-87.61550509988237
9484543,HX138193,02/03/2014,07:15:00 PM,004XX E 63RD ST,820,THEFT,THEFT: $500 AND UNDER,CTA TRAIN,false,false,313,3,20,42,6,1180035,1863368,2014,41.78035168173436,-87.61550509988237
9484443,HX138148,02/03/2014,07:10:00 PM,048XX S WOOD ST,5002,OTHER OFFENSE,OTHER OFFENSE: OTHER VEHICLE OFFENSE,ALLEY,true,false,931,9,20,61,26,1165207,1872488,2014,41.80570489429463,-87.66960883922661
9484437,HX138142,02/03/2014,07:05:00 PM,0000X S LEAMINGTON AVE,1821,NARCOTICS,NARCOTICS: MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,true,false,1533,15,28,25,18,1142105,1899283,2014,41.87969252414075,-87.7536759267208
9484558,HX138259,02/03/2014,07:00:00 PM,023XX N KEDZIE BLVD,1310,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO PROPERTY,APARTMENT,false,false,1413,14,26,22,14,1154602,1915578,2014,41.9241667105222,-87.70735179336785
9490161,HX143859,02/03/2014,07:00:00 PM,044XX S SPAULDING AVE,910,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT: AUTOMOBILE,STREET,false,false,821,8,14,58,7,1155162,1874690,2014,41.811954439538695,-87.70639136411657
9488034,HX141346,02/03/2014,07:00:00 PM,027XX N STOCKTON DR,810,THEFT,THEFT: OVER $500,STREET,false,false,1935,19,43,7,6,1173143,1918423,2014,41.93158188547667,-87.63914033012423
9485988,HX139277,02/03/2014,07:00:00 PM,0000X E SCOTT ST,460,BATTERY,BATTERY: SIMPLE,SIDEWALK,false,false,1824,18,43,8,08B,1176787,1908689,2014,41.904789676867416,-87.62604440291341
9486894,HX140524,02/03/2014,07:00:00 PM,036XX N MARSHFIELD AVE,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,1922,19,47,6,6,1164626,1924544,2014,41.94856319830802,-87.67026475141354
9485943,HX139408,02/03/2014,07:00:00 PM,002XX N LARAMIE AVE,820,THEFT,THEFT: $500 AND UNDER,RESIDENCE,false,false,1532,15,28,25,6,1141706,1901251,2014,41.88510034718095,-87.75509232796013
9485748,HX138854,02/03/2014,07:00:00 PM,013XX W SCHOOL ST,810,THEFT,THEFT: OVER $500,STREET,false,false,1924,19,44,6,6,1166452,1922056,2014,41.941697050005196,-87.66362420641973
9485519,HX138287,02/03/2014,07:00:00 PM,092XX S COTTAGE GROVE AVE,031A,ROBBERY,ROBBERY: ARMED: HANDGUN,CTA BUS STOP,false,false,633,6,9,44,3,1183132,1844112,2014,41.72743971319869,-87.60474894315439
9484639,HX138346,02/03/2014,07:00:00 PM,042XX S RICHMOND ST,1320,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO VEHICLE,STREET,false,false,921,9,14,58,14,1157437,1876496,2014,41.816864488131856,-87.69799768979767
9484457,HX138128,02/03/2014,06:57:00 PM,075XX S LOOMIS BLVD,2024,NARCOTICS,NARCOTICS: POSS: HEROIN(WHITE),STREET,true,false,612,6,17,67,18,1168347,1854673,2014,41.75675123544558,-87.65860522374938
9484458,HX138144,02/03/2014,06:50:00 PM,075XX S NORMAL AVE,1812,NARCOTICS,NARCOTICS: POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,621,6,17,69,18,1174163,1855025,2014,41.75759001653949,-87.63728024081288
9484603,HX138112,02/03/2014,06:50:00 PM,005XX S CENTRAL AVE,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1522,15,29,25,08B,1139181,1897028,2014,41.87355819749453,-87.76446747514667
9485154,HX138652,02/03/2014,06:47:00 PM,064XX S CARPENTER ST,810,THEFT,THEFT: OVER $500,RESIDENCE PORCH/HALLWAY,false,false,724,7,16,68,6,1170385,1861924,2014,41.77660478260321,-87.6509254926053
9484609,HX138230,02/03/2014,06:45:00 PM,049XX N KENMORE AVE,620,BURGLARY,BURGLARY: UNLAWFUL ENTRY,APARTMENT,false,false,2024,20,46,3,5,1168391,1933397,2014,41.97277538194665,-87.65616823620336
9484429,HX138147,02/03/2014,06:45:00 PM,109XX S DOTY AVE W,860,THEFT,THEFT: RETAIL THEFT,SMALL RETAIL STORE,true,false,513,5,9,50,6,1185434,1832762,2014,41.696240184028284,-87.5966721664342
9484590,HX138320,02/03/2014,06:45:00 PM,063XX W BELMONT AVE,850,THEFT,THEFT: ATTEMPT THEFT,SMALL RETAIL STORE,false,false,2511,25,36,19,6,1133298,1920552,2014,41.938216022242734,-87.78551575293352
9484589,HX138160,02/03/2014,06:44:00 PM,057XX S GREEN ST,1812,NARCOTICS,NARCOTICS: POSS: CANNABIS MORE THAN 30GMS,APARTMENT,true,false,712,7,16,68,18,1171578,1866820,2014,41.790013906527534,-87.64640863136593
9484547,HX138100,02/03/2014,06:42:00 PM,043XX W 56TH ST,1320,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO VEHICLE,STREET,false,false,813,8,13,62,14,1148285,1867158,2014,41.79142039193795,-87.73180965090971
9484444,HX138108,02/03/2014,06:38:00 PM,109XX S VERNON AVE,560,ASSAULT,ASSAULT: SIMPLE,RESIDENCE,false,true,513,5,9,49,08A,1181148,1832395,2014,41.69533260718676,-87.61237594619205
9484478,HX138092,02/03/2014,06:35:00 PM,016XX N HARLEM AVE,860,THEFT,THEFT: RETAIL THEFT,APPLIANCE STORE,true,false,2513,25,36,25,6,1127897,1909882,2014,41.90902916745105,-87.8056073331791
9484659,HX138350,02/03/2014,06:30:00 PM,021XX S ARCHER AVE,810,THEFT,THEFT: OVER $500,VEHICLE NON-COMMERCIAL,false,false,914,9,25,34,6,1174681,1889880,2014,41.85322401171284,-87.63434298226971
9485306,HX138454,02/03/2014,06:30:00 PM,008XX N ST LOUIS AVE,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,1121,11,27,23,6,1152854,1905380,2014,41.896217309943815,-87.71404524108326
9484555,HX138114,02/03/2014,06:30:00 PM,026XX E 81ST ST,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,STREET,true,false,422,4,7,46,18,1195383,1851818,2014,41.74829230703474,-87.55961867472652
9485951,HX138283,02/03/2014,06:30:00 PM,022XX N CLARK ST,1320,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO VEHICLE,STREET,false,false,1812,18,43,7,14,1173345,1914959,2014,41.92207203637029,-87.63850117437038
9484516,HX138140,02/03/2014,06:30:00 PM,063XX W BELMONT AVE,860,THEFT,THEFT: RETAIL THEFT,SMALL RETAIL STORE,true,false,2511,25,36,19,6,1133298,1920552,2014,41.938216022242734,-87.78551575293352
9484544,HX138159,02/03/2014,06:30:00 PM,065XX S OAKLEY AVE,820,THEFT,THEFT: $500 AND UNDER,RESIDENCE,false,false,832,8,15,66,6,1162158,1861250,2014,41.77493042252762,-87.68110411913074
9484645,HX138380,02/03/2014,06:30:00 PM,0000X S DESPLAINES ST,810,THEFT,THEFT: OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,121,1,2,28,6,1171894,1900230,2014,41.88168696800224,-87.64426721575556
9484951,HX138086,02/03/2014,06:30:00 PM,020XX W 51ST ST,820,THEFT,THEFT: $500 AND UNDER,GROCERY FOOD STORE,false,false,931,9,16,61,6,1163828,1870887,2014,41.80134066825975,-87.67471148582737
9484540,HX138079,02/03/2014,06:25:00 PM,066XX S WHIPPLE ST,031A,ROBBERY,ROBBERY: ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,831,8,15,66,3,1157230,1860611,2014,41.77327805252924,-87.6991868702648
9484417,HX138138,02/03/2014,06:25:00 PM,055XX W IRVING PARK RD,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,1633,16,38,15,6,1138626,1926007,2014,41.95308998633378,-87.76580115365135
9484427,HX138078,02/03/2014,06:25:00 PM,015XX S LAWNDALE AVE,520,ASSAULT,ASSAULT: AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,true,1014,10,24,29,04A,1151915,1892391,2014,41.86059263975525,-87.71783614913815
9484462,HX138146,02/03/2014,06:21:00 PM,076XX S CICERO AVE,860,THEFT,THEFT: RETAIL THEFT,DEPARTMENT STORE,true,false,833,8,13,65,6,1145766,1853739,2014,41.7546443643499,-87.74138513251502
9484421,HX138130,02/03/2014,06:15:00 PM,003XX N AVERS AVE,890,THEFT,THEFT: FROM BUILDING,RESIDENCE,false,false,1122,11,27,26,6,1150535,1901693,2014,41.886145414391066,-87.72265891123386
9485863,HX139257,02/03/2014,06:15:00 PM,073XX W FOSTER AVE,860,THEFT,THEFT: RETAIL THEFT,GROCERY FOOD STORE,false,false,1613,16,41,10,6,1126188,1933746,2014,41.97454358201727,-87.8113517229746
9484377,HX138039,02/03/2014,06:15:00 PM,067XX S CHAMPLAIN AVE,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,STREET,true,false,321,3,20,42,18,1181683,1860664,2014,41.77289373594121,-87.60954675282355
9484418,HX138134,02/03/2014,06:15:00 PM,003XX N AVERS AVE,1150,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: CREDIT CARD FRAUD,OTHER,false,false,1122,11,27,26,11,1150535,1901693,2014,41.886145414391066,-87.72265891123386
9484624,HX138064,02/03/2014,06:15:00 PM,032XX W 114TH ST,560,ASSAULT,ASSAULT: SIMPLE,RESIDENCE,false,false,2211,22,19,74,08A,1157034,1828981,2014,41.686483918513574,-87.70075748686561
9484598,HX138121,02/03/2014,06:15:00 PM,007XX S CICERO AVE,460,BATTERY,BATTERY: SIMPLE,CTA PLATFORM,false,false,1533,15,24,25,08B,1144468,1896305,2014,41.871476402652405,-87.74507416586123
9484489,HX138061,02/03/2014,06:09:00 PM,039XX W ROOSEVELT RD,560,ASSAULT,ASSAULT: SIMPLE,GROCERY FOOD STORE,true,false,1011,10,24,29,08A,1149937,1894371,2014,41.86606467769497,-87.72504548031866
9484387,HX138009,02/03/2014,06:02:00 PM,064XX S PAULINA ST,1310,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO PROPERTY,APARTMENT,false,true,725,7,15,67,14,1166060,1862102,2014,41.777186322674,-87.66677569621537
9484912,HX138516,02/03/2014,06:00:00 PM,031XX N SPAULDING AVE,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,1412,14,35,21,6,1153869,1921024,2014,41.93912561318016,-87.70989963907793
9487386,HX140668,02/03/2014,06:00:00 PM,018XX W 21ST ST,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,1234,12,25,31,6,1164534,1890148,2014,41.85418005209998,-87.6715782129074
9485266,HX138572,02/03/2014,06:00:00 PM,088XX S KENWOOD AVE,910,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT: AUTOMOBILE,STREET,false,false,412,4,8,48,7,1186699,1846850,2014,41.73486948506733,-87.59159620824823
9485883,HX138976,02/03/2014,06:00:00 PM,037XX N MARSHFIELD AVE,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,1922,19,47,6,6,1164622,1924695,2014,41.94897763458608,-87.67027516066122
9485348,HX138483,02/03/2014,06:00:00 PM,105XX S AVENUE N,1320,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO VEHICLE,STREET,false,false,432,4,10,52,14,1201144,1835597,2014,41.703636567219064,-87.53905737777579
9484424,HX138110,02/03/2014,06:00:00 PM,111XX S HOMEWOOD AVE,820,THEFT,THEFT: $500 AND UNDER,RESIDENCE,false,false,2212,22,19,75,6,1165503,1830646,2014,41.69087813340096,-87.66970680991305
9484388,HX138054,02/03/2014,05:55:00 PM,052XX W LAKE ST,820,THEFT,THEFT: $500 AND UNDER,CTA TRAIN,false,false,1523,15,28,25,6,1141609,1902058,2014,41.887316647484205,-87.7554285757317
