ID,Case Number,Date,Time,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude
9484220,HX137765,02/03/2014,03:00:00 PM,035XX W 63RD ST,2093,NARCOTICS,NARCOTICS: FOUND SUSPECT NARCOTICS,OTHER,true,false,823,8,15,66,26,1153966,1862575,2014,41.77873299173299,-87.71109994861085
9485352,HX138649,02/03/2014,02:51:00 PM,009XX W WILSON AVE,820,THEFT,THEFT: $500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",false,false,1914,19,46,3,6,1169371,1930780,2014,41.96557294504679,-87.65264105994015
9484246,HX137802,02/03/2014,02:50:00 PM,067XX N GREENVIEW AVE,1340,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO STATE SUP PROP,"SCHOOL, PUBLIC, GROUNDS",false,false,2432,24,40,1,14,1165014,1944665,2014,42.00376767429627,-87.66826432689952
9484411,HX137751,02/03/2014,02:45:00 PM,007XX E 89TH PL,820,THEFT,THEFT: $500 AND UNDER,RESIDENCE,false,true,633,6,6,44,6,1182649,1845832,2014,41.732170798667866,-87.60646502211833
9484390,HX137737,02/03/2014,02:45:00 PM,043XX N ASHLAND AVE,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1912,19,47,6,08B,1164907,1929192,2014,41.96131155044044,-87.66909942837988
9484426,HX137834,02/03/2014,02:45:00 PM,018XX S HAMLIN AVE,143A,WEAPONS VIOLATION,WEAPONS VIOLATION: UNLAWFUL POSS OF HANDGUN,APARTMENT,false,false,1014,10,24,29,15,1151377,1891039,2014,41.856893158409754,-87.71984649569154
9484236,HX137791,02/03/2014,02:45:00 PM,006XX N ST CLAIR ST,890,THEFT,THEFT: FROM BUILDING,RESTAURANT,false,false,1834,18,42,8,6,1177673,1905063,2014,41.894819677625726,-87.62290020119183
9484280,HX137878,02/03/2014,02:45:00 PM,021XX N CLYBOURN AVE,890,THEFT,THEFT: FROM BUILDING,RESTAURANT,false,false,1811,18,43,7,6,1167099,1913921,2014,41.919360287281755,-87.66148051706361
9484240,HX137796,02/03/2014,02:45:00 PM,006XX N ST CLAIR ST,1150,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: CREDIT CARD FRAUD,OTHER,false,false,1834,18,42,8,11,1177673,1905063,2014,41.894819677625726,-87.62290020119183
9484277,HX137766,02/03/2014,02:40:00 PM,013XX S CLINTON ST,860,THEFT,THEFT: RETAIL THEFT,DEPARTMENT STORE,true,false,124,1,2,28,6,1172883,1894339,2014,41.865499815460275,-87.64081019303426
9484591,HX138325,02/03/2014,02:40:00 PM,033XX W GRAND AVE,820,THEFT,THEFT: $500 AND UNDER,CTA BUS STOP,false,false,1121,11,26,23,6,1154114,1906594,2014,41.899523590126385,-87.70938505579744
9484309,HX137734,02/03/2014,02:40:00 PM,079XX S SOUTH CHICAGO AVE,558,ASSAULT,ASSAULT: AGG PRO.EMP: OTHER DANG WEAPON,FIRE STATION,true,false,414,4,8,45,04A,1188905,1852286,2014,41.749733938050866,-87.5833409124532
9484407,HX138033,02/03/2014,02:30:00 PM,029XX W FOSTER AVE,1150,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: CREDIT CARD FRAUD,STREET,false,false,2011,20,40,4,11,1156054,1934444,2014,41.9759070348749,-87.70150549716122
9484226,HX137736,02/03/2014,02:30:00 PM,039XX W 79TH ST,470,PUBLIC PEACE VIOLATION,PUBLIC PEACE VIOLATION: RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",false,false,834,8,18,70,24,1151306,1851848,2014,41.74934874382672,-87.72113171367711
9484608,HX138284,02/03/2014,02:15:00 PM,010XX W 76TH ST,610,BURGLARY,BURGLARY: FORCIBLE ENTRY,APARTMENT,false,false,612,6,17,71,5,1170848,1854388,2014,41.75591496608821,-87.64944781547322
9484207,HX137677,02/03/2014,02:15:00 PM,005XX W MADISON ST,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,OTHER RAILROAD PROP / TRAIN DEPOT,false,true,121,1,42,28,08B,1173100,1900352,2014,41.88199508701071,-87.63983523577194
9484224,HX137718,02/03/2014,02:15:00 PM,011XX W 103RD PL,1330,CRIMINAL TRESPASS,CRIMINAL TRESPASS: TO LAND,RESIDENTIAL YARD (FRONT/BACK),false,false,2232,22,34,73,26,1170658,1836134,2014,41.70582754003598,-87.65067468958165
9484202,HX137713,02/03/2014,02:10:00 PM,042XX N CICERO AVE,810,THEFT,THEFT: OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1722,17,45,15,6,1143653,1927628,2014,41.95744531311053,-87.74728057203491
9484221,HX137712,02/03/2014,02:01:00 PM,063XX S ASHLAND AVE,460,BATTERY,BATTERY: SIMPLE,ALLEY,true,false,725,7,16,67,08B,1166716,1862725,2014,41.77888193572375,-87.66435303832998
9484581,HX138322,02/03/2014,02:00:00 PM,023XX W 95TH ST,810,THEFT,THEFT: OVER $500,SIDEWALK,false,false,2213,22,19,72,6,1162233,1841538,2014,41.72083615597199,-87.68137670149105
9485993,HX139510,02/03/2014,02:00:00 PM,069XX S JEFFERY BLVD,1750,OFFENSE INVOLVING CHILDREN,OFFENSE INVOLVING CHILDREN: CHILD ABUSE,APARTMENT,false,false,331,3,5,43,20,1190783,1859349,2014,41.76907027426937,-87.57623146122411
9484465,HX138169,02/03/2014,02:00:00 PM,024XX W JACKSON BLVD,320,ROBBERY,ROBBERY: STRONGARM - NO WEAPON,SIDEWALK,false,false,1125,11,2,28,3,1160403,1898672,2014,41.87765710119203,-87.6865048918731
9484242,HX137720,02/03/2014,02:00:00 PM,079XX S ST LOUIS AVE,820,THEFT,THEFT: $500 AND UNDER,RESIDENCE,false,false,834,8,18,70,6,1154388,1851762,2014,41.749052014486985,-87.70984018735986
9484187,HX137685,02/03/2014,02:00:00 PM,048XX W FLETCHER ST,560,ASSAULT,ASSAULT: SIMPLE,RESIDENCE,false,true,2521,25,31,19,08A,1143274,1920459,2014,41.93778003349358,-87.74885363851372
9484194,HX137724,02/03/2014,02:00:00 PM,014XX S INDIANA AVE,1310,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO PROPERTY,APARTMENT,false,false,132,1,2,33,14,1177843,1893803,2014,41.86391775929961,-87.62261830585183
9484215,HX137710,02/03/2014,02:00:00 PM,001XX N STATE ST,860,THEFT,THEFT: RETAIL THEFT,DEPARTMENT STORE,true,false,111,1,42,32,6,1176392,1900920,2014,41.88348007632849,-87.62773002753053
9484527,HX138282,02/03/2014,02:00:00 PM,110XX S ARTESIAN AVE,820,THEFT,THEFT: $500 AND UNDER,OTHER,false,false,2212,22,19,75,6,1161966,1831549,2014,41.69343017305863,-87.68263113799017
9484125,HX137661,02/03/2014,01:50:00 PM,071XX S HARVARD AVE,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,731,7,6,69,08B,1175234,1857622,2014,41.76469264387381,-87.63327772821476
9484189,HX137684,02/03/2014,01:45:00 PM,074XX N ARTESIAN AVE,1365,CRIMINAL TRESPASS,CRIMINAL TRESPASS: TO RESIDENCE,APARTMENT,false,false,2411,24,50,2,26,1158655,1949476,2014,42.017102367522526,-87.6915262915247
9484114,HX137663,02/03/2014,01:45:00 PM,060XX S PAULINA ST,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,STREET,true,false,714,7,15,67,18,1166082,1864719,2014,41.78436723584274,-87.6666206586821
9484186,HX137676,02/03/2014,01:40:00 PM,018XX S DRAKE AVE,031B,ROBBERY,ROBBERY: ARMED: OTHER FIREARM,SIDEWALK,false,false,1021,10,24,29,3,1153041,1890636,2014,41.85575449146426,-87.71374933092405
9484193,HX137735,02/03/2014,01:40:00 PM,004XX N LA SALLE DR,890,THEFT,THEFT: FROM BUILDING,OTHER,false,false,1831,18,42,8,6,1175103,1903186,2014,41.88972709449359,-87.63239531350587
9484209,HX137665,02/03/2014,01:30:00 PM,012XX S AVERS AVE,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,1011,10,24,29,18,1150860,1894367,2014,41.86603570440679,-87.72165715435693
9487429,HX140878,02/03/2014,01:30:00 PM,081XX S VINCENNES AVE,890,THEFT,THEFT: FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,622,6,21,44,6,1174722,1850745,2014,41.74583273922153,-87.63535883538513
9484295,HX137749,02/03/2014,01:30:00 PM,076XX S CICERO AVE,860,THEFT,THEFT: RETAIL THEFT,DEPARTMENT STORE,false,false,833,8,13,65,6,1145766,1853739,2014,41.7546443643499,-87.74138513251502
9484124,HX137687,02/03/2014,01:30:00 PM,012XX W 72ND ST,841,THEFT,THEFT: FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,734,7,17,67,6,1169126,1856994,2014,41.763103562568176,-87.65568332163065
9484074,HX137626,02/03/2014,01:25:00 PM,016XX N LUNA AVE,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2532,25,37,25,18,1139195,1910320,2014,41.91003284689203,-87.76409231015145
9484119,HX137667,02/03/2014,01:20:00 PM,068XX S LAFLIN ST,470,PUBLIC PEACE VIOLATION,PUBLIC PEACE VIOLATION: RECKLESS CONDUCT,SIDEWALK,true,false,725,7,17,67,24,1167554,1859376,2014,41.769673922279736,-87.66137678939138
9484216,HX137664,02/03/2014,01:15:00 PM,036XX N BROADWAY,860,THEFT,THEFT: RETAIL THEFT,SMALL RETAIL STORE,true,false,1925,19,46,6,6,1170666,1924529,2014,41.948391669656225,-87.64806344684764
9489199,HX142484,02/03/2014,01:15:00 PM,029XX N RIDGEWAY AVE,1152,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: ILLEGAL USE CASH CARD,RESIDENCE,false,false,2523,25,35,21,11,1151227,1919518,2014,41.93504534140128,-87.7196493751703
9484261,HX137800,02/03/2014,01:15:00 PM,061XX S YALE AVE,1150,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: CREDIT CARD FRAUD,GAS STATION,false,false,711,7,20,68,11,1175502,1864478,2014,41.783500277647605,-87.63209053873702
9485117,HX138648,02/03/2014,01:14:00 PM,011XX N WESTERN AVE,820,THEFT,THEFT: $500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",false,false,1212,12,1,24,6,1160235,1907766,2014,41.902615292445034,-87.68687017923428
9484203,HX137648,02/03/2014,01:14:00 PM,046XX W NORTH AVE,860,THEFT,THEFT: RETAIL THEFT,SMALL RETAIL STORE,true,false,2533,25,37,25,6,1144852,1910261,2014,41.909766042528794,-87.74331201064736
9486748,HX137643,02/03/2014,01:10:00 PM,024XX W 63RD ST,5011,OTHER OFFENSE,OTHER OFFENSE: LICENSE VIOLATION,SMALL RETAIL STORE,true,false,825,8,15,66,26,1161021,1862770,2014,41.77912510180177,-87.68523022730953
9484073,HX137617,02/03/2014,01:10:00 PM,004XX W NORTH AVE,1330,CRIMINAL TRESPASS,CRIMINAL TRESPASS: TO LAND,OTHER,true,false,1813,18,43,7,26,1173054,1910998,2014,41.91120933236367,-87.63968809343179
9484743,HX137641,02/03/2014,01:07:00 PM,011XX W DIVERSEY PKWY,860,THEFT,THEFT: RETAIL THEFT,GAS STATION,false,false,1933,19,44,6,6,1167968,1918780,2014,41.932674914391406,-87.65814713800077
9485120,HX137611,02/03/2014,01:00:00 PM,043XX W WRIGHTWOOD AVE,1305,CRIMINAL DAMAGE,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT,"SCHOOL, PUBLIC, BUILDING",false,false,2524,25,31,20,14,1146793,1916879,2014,41.9278896224819,-87.7360121805629
9484115,HX137656,02/03/2014,01:00:00 PM,003XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: CREDIT CARD FRAUD,OTHER,false,false,111,1,42,32,11,1177207,1902297,2014,41.88724021015447,-87.62469556753376
9484201,HX137631,02/03/2014,01:00:00 PM,049XX W GRAND AVE,810,THEFT,THEFT: OVER $500,OTHER,false,false,2533,25,37,19,6,1142901,1912353,2014,41.91554331983685,-87.75042702443233
9484241,HX137732,02/03/2014,01:00:00 PM,046XX S WHIPPLE ST,910,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT: AUTOMOBILE,RESIDENCE,false,false,922,9,14,58,7,1156777,1873721,2014,41.80926289220999,-87.70049371665425
9484453,HX138020,02/03/2014,01:00:00 PM,062XX N FAIRFIELD AVE,610,BURGLARY,BURGLARY: FORCIBLE ENTRY,APARTMENT,false,false,2413,24,50,2,5,1156823,1941502,2014,41.99525891626427,-87.69848519652653
9484525,HX138236,02/03/2014,01:00:00 PM,065XX S KEATING AVE,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,833,8,13,64,6,1145876,1860929,2014,41.774372899541824,-87.74080049880767
9484168,HX137709,02/03/2014,01:00:00 PM,042XX W DIVISION ST,843,THEFT,THEFT: ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,false,true,1111,11,37,23,6,1147818,1907620,2014,41.90246236543961,-87.73248401976238
9485926,HX139266,02/03/2014,01:00:00 PM,028XX N MULLIGAN AVE,840,THEFT,THEFT: FINANCIAL ID THEFT: OVER $300,SAVINGS AND LOAN,false,false,2511,25,29,19,6,1133631,1918164,2014,41.93165723383728,-87.78434808460537
9484046,HX137624,02/03/2014,01:00:00 PM,0000X E 113TH ST,2820,OTHER OFFENSE,OTHER OFFENSE: TELEPHONE THREAT,DAY CARE CENTER,false,false,531,5,9,49,26,1178322,1830009,2014,41.68884952408338,-87.62279485451155
9486722,HX140105,02/03/2014,01:00:00 PM,012XX N HOMAN AVE,810,THEFT,THEFT: OVER $500,FACTORY/MANUFACTURING BUILDING,false,false,1422,14,26,23,6,1153428,1908225,2014,41.90401287012246,-87.71186134455122
9486845,HX140287,02/03/2014,01:00:00 PM,001XX N LA SALLE ST,1150,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: CREDIT CARD FRAUD,OTHER,false,false,122,1,42,32,11,1175065,1901613,2014,41.88541154521935,-87.63258203857625
9485362,HX138491,02/03/2014,01:00:00 PM,012XX N HOMAN AVE,460,BATTERY,BATTERY: SIMPLE,FACTORY/MANUFACTURING BUILDING,false,false,1422,14,26,23,08B,1153428,1908225,2014,41.90401287012246,-87.71186134455122
9484037,HX137603,02/03/2014,12:50:00 PM,013XX W HASTINGS ST,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1233,12,2,28,18,1167743,1893893,2014,41.86438818497062,-87.6596921048653
9484251,HX137606,02/03/2014,12:49:00 PM,008XX N STATE ST,320,ROBBERY,ROBBERY: STRONGARM - NO WEAPON,BANK,false,false,1832,18,42,8,3,1176184,1905758,2014,41.89676049470493,-87.62834784958936
9484043,HX137607,02/03/2014,12:48:00 PM,002XX S WESTERN AVE,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1225,12,2,28,18,1160486,1898753,2014,41.87787765571656,-87.68619789468488
9484184,HX137654,02/03/2014,12:48:00 PM,034XX W WALNUT ST,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1123,11,28,27,18,1153570,1901500,2014,41.88555599496458,-87.71151876938559
9485012,HX137592,02/03/2014,12:43:00 PM,059XX W ROOSEVELT RD,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1513,15,29,25,08B,1136661,1894101,2014,41.865571558010195,-87.77378987283814
9484250,HX137708,02/03/2014,12:42:00 PM,103XX S ELIZABETH ST,1340,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO STATE SUP PROP,"SCHOOL, PUBLIC, BUILDING",false,false,2232,22,21,73,14,1169808,1836140,2014,41.70586245340964,-87.6537871532632
9484185,HX137668,02/03/2014,12:40:00 PM,031XX W GRAND AVE,483,BATTERY,BATTERY: AGG PRO.EMP: OTHER DANG WEAPON,"SCHOOL, PRIVATE, BUILDING",true,false,1211,12,26,23,04B,1155450,1905895,2014,41.897578702229964,-87.70449673327039
9484439,HX137974,02/03/2014,12:35:00 PM,030XX N MANGO AVE,460,BATTERY,BATTERY: SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,2514,25,30,19,08B,1137481,1919428,2014,41.9350572669558,-87.7701692149294
9484253,HX137666,02/03/2014,12:31:00 PM,118XX S STATE ST,2027,NARCOTICS,NARCOTICS: POSS: CRACK,STREET,true,false,522,5,34,53,18,1178343,1826343,2014,41.678789000534536,-87.62282865909862
9484252,HX137673,02/03/2014,12:30:00 PM,055XX S MAPLEWOOD AVE,484,BATTERY,BATTERY: PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,824,8,16,63,08B,1160272,1867899,2014,41.79321523525096,-87.68783498248034
9484230,HX137738,02/03/2014,12:30:00 PM,037XX W 50TH PL,610,BURGLARY,BURGLARY: FORCIBLE ENTRY,RESIDENCE,false,false,821,8,14,62,5,1152120,1870885,2014,41.80157333551864,-87.71764942794634
9485454,HX138837,02/03/2014,12:30:00 PM,056XX W MADISON ST,810,THEFT,THEFT: OVER $500,RESTAURANT,false,false,1513,15,29,25,6,1138915,1899421,2014,41.88012973958625,-87.76538597209823
9484304,HX137884,02/03/2014,12:30:00 PM,015XX W 51ST ST,560,ASSAULT,ASSAULT: SIMPLE,OTHER,false,false,933,9,16,61,08A,1166724,1870945,2014,41.801438443074034,-87.66408912780119
9484414,HX137986,02/03/2014,12:30:00 PM,039XX W 55TH PL,610,BURGLARY,BURGLARY: FORCIBLE ENTRY,RESIDENCE,false,false,822,8,23,62,5,1150991,1867538,2014,41.79241078555636,-87.72187725791517
9484385,HX137605,02/03/2014,12:30:00 PM,010XX N AUSTIN BLVD,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,1511,15,29,25,08B,1136219,1906313,2014,41.89909082042041,-87.77512090026455
9484234,HX137657,02/03/2014,12:30:00 PM,0000X W CHECKPOINT 5 ST,4860,OTHER OFFENSE,OTHER OFFENSE: BOARD PLANE WITH WEAPON,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,true,false,1652,16,41,76,26,1100690,1934276,2014,41.97638602024398,-87.90510889675487
9484048,HX137570,02/03/2014,12:25:00 PM,007XX N HOMAN AVE,2024,NARCOTICS,NARCOTICS: POSS: HEROIN(WHITE),STREET,true,false,1121,11,27,23,18,1153621,1904619,2014,41.89411382584381,-87.7112484499676
9486713,HX140099,02/03/2014,12:15:00 PM,0000X S HALSTED ST,850,THEFT,THEFT: ATTEMPT THEFT,GROCERY FOOD STORE,false,false,1232,12,27,28,6,1171024,1899834,2014,41.88061944093288,-87.6474734282125
9483964,HX137564,02/03/2014,12:13:00 PM,079XX S LAFAYETTE AVE,1330,CRIMINAL TRESPASS,CRIMINAL TRESPASS: TO LAND,GAS STATION,true,false,623,6,17,44,26,1177270,1852599,2014,41.750863241656994,-87.62596665749564
9485199,HX138695,02/03/2014,12:11:00 PM,067XX N CALIFORNIA AVE,1310,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO PROPERTY,RESIDENCE,false,false,2412,24,50,2,14,1156477,1944763,2014,42.00421426351741,-87.69966918526097
9485718,HX139107,02/03/2014,12:05:00 PM,005XX W 32ND ST,820,THEFT,THEFT: $500 AND UNDER,RESIDENCE,false,false,915,9,11,60,6,1173097,1883659,2014,41.836188315825105,-87.64034099602034
9486911,HX140520,02/03/2014,12:00:00 PM,038XX W 81ST PL,460,BATTERY,BATTERY: SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,834,8,18,70,08B,1152317,1850308,2014,41.745102921495,-87.71746734991406
9484181,HX137565,02/03/2014,12:00:00 PM,008XX E 90TH ST,560,ASSAULT,ASSAULT: SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,633,6,8,44,08A,1183377,1845441,2014,41.73108094830017,-87.60381021943488
9484292,HX137649,02/03/2014,12:00:00 PM,059XX S UNION AVE,610,BURGLARY,BURGLARY: FORCIBLE ENTRY,APARTMENT,false,false,711,7,20,68,5,1172694,1865338,2014,41.785922593946665,-87.64236025958533
9485434,HX138522,02/03/2014,12:00:00 PM,097XX S MORGAN ST,820,THEFT,THEFT: $500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",false,false,2223,22,21,73,6,1171336,1839945,2014,41.716270720778475,-87.64808084456506
9484631,HX138263,02/03/2014,12:00:00 PM,015XX W 91ST ST,560,ASSAULT,ASSAULT: SIMPLE,RESIDENCE,false,true,2221,22,21,73,08A,1167878,1844431,2014,41.72865581340547,-87.6606174549636
9483946,HX137555,02/03/2014,12:00:00 PM,024XX N FRANCISCO AVE,1320,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO VEHICLE,STREET,false,false,1414,14,35,22,14,1156670,1916087,2014,41.92552176770715,-87.69973927330328
9484161,HX137694,02/03/2014,12:00:00 PM,008XX N KEELER AVE,610,BURGLARY,BURGLARY: FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1111,11,37,23,5,1148186,1905384,2014,41.89631946647484,-87.73118992998792
9484211,HX137716,02/03/2014,12:00:00 PM,046XX S FRANCISCO AVE,910,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT: AUTOMOBILE,STREET,false,false,922,9,14,58,7,1157860,1873587,2014,41.80887322634272,-87.69652508392389
9484260,HX137842,02/03/2014,12:00:00 PM,020XX W FULTON ST,820,THEFT,THEFT: $500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1223,12,27,28,6,1162662,1902044,2014,41.88686313900444,-87.67811590529473
9484420,HX138122,02/03/2014,12:00:00 PM,040XX S ROCKWELL ST,1310,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO PROPERTY,VACANT LOT/LAND,false,false,921,9,12,58,14,1159749,1877438,2014,41.81940222909376,-87.6894907505609
9484474,HX137935,02/03/2014,12:00:00 PM,134XX S BALTIMORE AVE,820,THEFT,THEFT: $500 AND UNDER,APARTMENT,false,false,433,4,10,55,6,1199146,1816366,2014,41.65091504075886,-87.5470161198862
9485036,HX138600,02/03/2014,12:00:00 PM,071XX S SANGAMON ST,841,THEFT,THEFT: FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,733,7,17,68,6,1171258,1857178,2014,41.763562126229175,-87.64786378695585
9484047,HX137634,02/03/2014,12:00:00 PM,066XX S KILPATRICK AVE,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,833,8,13,64,6,1146232,1860125,2014,41.77215984911039,-87.73951579456183
9484069,HX137551,02/03/2014,12:00:00 PM,040XX W 21ST PL,4650,OTHER OFFENSE,OTHER OFFENSE: SEX OFFENDER: FAIL TO REGISTER,RESIDENCE,false,false,1012,10,24,29,26,1149775,1889493,2014,41.85268200319978,-87.72576692135566
9484075,HX137535,02/03/2014,11:55:00 AM,018XX S CENTRAL PARK AVE,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1021,10,24,29,08B,1152704,1890803,2014,41.85621942537675,-87.71498187862825
9484128,HX137559,02/03/2014,11:51:00 AM,066XX S HALSTED ST,1330,CRIMINAL TRESPASS,CRIMINAL TRESPASS: TO LAND,GAS STATION,false,false,723,7,6,68,26,1172162,1860466,2014,41.77256497933046,-87.64445392428748
9484183,HX137544,02/03/2014,11:50:00 AM,075XX S HALSTED ST,810,THEFT,THEFT: OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,621,6,17,68,6,1172309,1855006,2014,41.75757884110066,-87.64407544677594
9487661,HX139827,02/03/2014,11:50:00 AM,049XX S WABASH AVE,890,THEFT,THEFT: FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,224,2,3,38,6,1177513,1872176,2014,41.80457909253118,-87.6244848468788
9484090,HX137552,02/03/2014,11:50:00 AM,042XX W IOWA ST,820,THEFT,THEFT: $500 AND UNDER,APARTMENT,false,false,1111,11,37,23,6,1148165,1905629,2014,41.89699217687355,-87.7312607450432
9484087,HX137532,02/03/2014,11:48:00 AM,067XX S THROOP ST,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,724,7,17,67,08B,1168867,1859783,2014,41.770762531453904,-87.65655217169775
9483982,HX137534,02/03/2014,11:45:00 AM,017XX N ALBANY AVE,630,BURGLARY,BURGLARY: ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1421,14,26,23,5,1155334,1911700,2014,41.91351046653245,-87.70476655674138
9484294,HX137733,02/03/2014,11:45:00 AM,051XX S WENTWORTH AVE,1320,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO VEHICLE,STREET,false,false,225,2,3,37,14,1175785,1871142,2014,41.80178062955773,-87.63085332386474
9483997,HX137547,02/03/2014,11:41:00 AM,010XX N MILWAUKEE AVE,2825,OTHER OFFENSE,OTHER OFFENSE: HARASSMENT BY TELEPHONE,SMALL RETAIL STORE,false,false,1213,12,27,24,26,1166902,1907082,2014,41.900597873816174,-87.66240086794792
9484036,HX137533,02/03/2014,11:40:00 AM,003XX E NORTH WATER ST,1330,CRIMINAL TRESPASS,CRIMINAL TRESPASS: TO LAND,HOTEL/MOTEL,true,false,1834,18,42,8,26,1178390,1903115,2014,41.889457952272494,-87.62032634406499
9484459,HX138019,02/03/2014,11:30:00 AM,062XX N FAIRFIELD AVE,610,BURGLARY,BURGLARY: FORCIBLE ENTRY,APARTMENT,false,false,2413,24,50,2,5,1156823,1941502,2014,41.99525891626427,-87.69848519652653
9485602,HX138886,02/03/2014,11:30:00 AM,063XX S ASHLAND AVE,2851,PUBLIC PEACE VIOLATION,PUBLIC PEACE VIOLATION: ARSON THREAT,RESIDENCE,false,false,725,7,16,67,26,1166722,1862543,2014,41.77838237651521,-87.66433623262228
9485650,HX138821,02/03/2014,11:30:00 AM,052XX W HARRISON ST,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,1522,15,29,25,6,1141173,1896769,2014,41.87281100727248,-87.75716011319773
9484009,HX137517,02/03/2014,11:30:00 AM,098XX S DREXEL AVE,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,511,5,8,50,08B,1183929,1839655,2014,41.71519063101276,-87.60196814344675
9484065,HX137577,02/03/2014,11:30:00 AM,077XX S INGLESIDE AVE,470,PUBLIC PEACE VIOLATION,PUBLIC PEACE VIOLATION: RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",true,false,624,6,8,69,24,1183865,1853723,2014,41.75379628469751,-87.60176459095888
9483932,HX137528,02/03/2014,11:30:00 AM,008XX N AVERS AVE,2024,NARCOTICS,NARCOTICS: POSS: HEROIN(WHITE),ALLEY,true,false,1112,11,27,23,18,1150532,1905242,2014,41.89588429945799,-87.7225771612601
9484071,HX137518,02/03/2014,11:28:00 AM,036XX W GARFIELD SQUARE DR,810,THEFT,THEFT: OVER $500,ALLEY,false,false,1122,11,27,23,6,1152253,1903297,2014,41.890513232537394,-87.71630762749956
9483913,HX137505,02/03/2014,11:21:00 AM,032XX W 15TH ST,2026,NARCOTICS,NARCOTICS: POSS: PCP,STREET,true,false,1022,10,24,29,18,1155084,1892489,2014,41.86079863169656,-87.7062008081166
9484232,HX137632,02/03/2014,11:15:00 AM,061XX S NATOMA AVE,560,ASSAULT,ASSAULT: SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,812,8,23,64,08A,1133085,1863209,2014,41.78086192313424,-87.78763807164633
