probability
-2.1005823473416516
-1.8186809006655293
-3.6094689769225266
-2.970051162324303
-2.218647170817849
-2.3531806099576538
-2.665824381942482
-1.91166411835918
-1.6661535290354956
-3.5750122843852052
-1.782545600343178
-2.0473341753980314
-4.01428919642783
-1.8431015230008592
-3.1642494355797224
-2.0730634402943853
-4.394084850740169
-2.800241153903923
-1.6283969546731951
-1.9445526877272097
-2.6615228521342686
-2.2831018863630663
-2.0035542540814433
-6.88674697324199
-2.266594949260075
-3.1842000849574776
-1.9631830699799273
-2.951912501733151
-2.7990614444198014
-2.5097455388023038
-2.2157600311026124
-2.323159050584679
-2.0775487214746056
-1.8585656446889278
-1.995059352953478
-2.151119932372144
-2.446395452173544
-2.761571216910743
-2.319439751901884
-2.849051849657788
-1.7032680541824907
-1.7739701721411538
-2.5423261267854054
-4.954686169865817
-2.5290978296386206
-2.3293623971144277
-1.9448372074249811
-1.733091894142149
-1.623324240051646
-3.23064298295184
-1.9186308568614279
-2.224560793492052
-3.6075050699801974
-1.7219875730436962
-1.7448913738070857
-1.9056171535696598
-2.099994360505777
-1.7550434886944921
-2.3952592136590862
-5.662765176604698
-2.6901197047214116
-2.281607666538221
-2.1619871781464717
-2.625885235432158
-2.5047634952098505
-2.0996387516813346
-3.976572216021017
-4.00836589428097
-2.2886122111703378
-3.221560211801978
-1.8256052988680498
-2.2752926654062837
-2.3953044419917657
-2.428263591994828
-2.2088130728540203
-2.9696006988152024
-3.5538003397818554
-2.5288010305639252
-2.128736245878578
-1.7017822076938585
-2.118196232347318
-1.9630565074939486
-4.690212655359845
-4.214416350442359
-3.1068576713644473
-2.511431661239678
-2.499026204164934
-2.0167320450204222
-2.1445200895514542
-2.2883354034895502
-2.000433890047278
-4.440916804358052
-1.8619498642913737
-2.861811370342001
-3.5087830379484006
-2.847985125217703
-3.8334312604265053
-5.0349300493425595
-2.0756962151757
-2.0689026005234097
-2.1456186110101645
-5.37103403023297
-2.652088962261436
-2.211206309970928
-1.7956317515336084
-4.685179515227044
-1.8636866407936963
-2.9724897904452363
-1.8484799808835128
-2.687404952896228
-4.913857642879866
-5.300109557212461
-2.860174131926615
-4.824210625614645
-2.521352792239981
-1.9873982433089912
-2.768129361550092
-1.9809344542627016
-2.827786644793261
-4.462399194108338
-2.7757386099681605
-2.7543179165993816
-2.126604080392312
-3.498787204907615
-1.9181495560942385
-5.100634394742459
-1.952021806100723
-2.2543864262895785
-6.74336228590327
-1.7862470221617415
-2.0274076654913435
-3.308896085403116
-2.3325178535980338
-3.2125562171011963
-1.848668780148635
-2.361838648939551
-1.9742654650946012
-2.5746772413764716
-1.8448251857161453
-2.8029700539918996
-4.517250838893046
-2.465035590560003
-3.321274929412254
-3.7297980126322177
-1.7257274706421226
-1.7749172814250573
-1.8473422166213425
-1.6181651507825556
-2.321103420867544
-2.1170560302542034
-4.187012408147963
-1.899407241640961
-4.043425423913548
-1.7524979176366513
-3.006167783112782
-2.7512961322357654
-2.198126191058247
-2.2254169039280547
-1.7160026485950985
-2.202215044148901
-1.7142388211850956
-2.1206105820918864
-2.7937203384595573
-3.152689192686198
-2.411211036623256
-4.292787699393584
-2.5711981452250545
-3.169200671474573
-1.6650018637287025
-2.951914851608561
-2.618050216384879
-1.9058378459562357
-1.986266296879584
-1.6873402475420207
-1.7242139964341991
-1.9565707147529632
-1.916882001621946
-2.434627255969335
-2.1887890211483456
-3.1314834526003197
-2.442686158150601
-2.5833355677945753
-1.9750439131561532
-2.6831751796208314
-1.950919997819436
-1.6482842694341444
-5.031386904883227
-1.8896324694665831
-3.7530313452680426
-2.724579735378685
-2.0642092897612327
